{ 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 }
{
	({ 10 29 38 40 41 46 49 },5)
	({ 1 20 23 24 25 26 36 37 41 43 },2)
	({ 7 8 11 12 14 22 27 32 35 38 40 50 },1)
	({ 17 21 22 23 24 25 27 38 44 48 },3)
	({ 5 19 26 32 33 36 37 41 43 44 48 },5)
	({ 1 3 7 9 14 16 19 21 22 24 },3)
	({ 5 7 11 12 13 17 18 22 24 28 29 30 31 41 42 },1)
	({ 7 14 19 27 28 37 38 41 45 },2)
	({ 11 12 14 23 27 30 37 43 },3)
	({ 2 4 9 11 13 14 15 30 },5)
}
