{ 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 }
{
	({ 1 4 9 15 17 18 19 },4)
	({ 4 5 8 9 12 15 },3)
	({ 2 4 17 19 },3)
	({ 1 6 11 12 18 },5)
	({ 5 6 8 10 17 },2)
	({ 1 6 10 11 13 },3)
	({ 1 4 7 12 16 18 },2)
	({ 4 8 10 19 },3)
	({ 5 7 8 10 12 17 19 },1)
	({ 5 6 17 19 },5)
	({ 2 9 11 14 },5)
	({ 5 7 8 10 12 13 15 16 19 },1)
	({ 3 4 9 10 18 },5)
	({ 2 6 10 12 13 14 15 17 },4)
	({ 15 16 },1)
	({ 2 3 4 6 7 12 13 14 16 18 },3)
	({ 2 13 16 17 18 },5)
	({ 3 7 10 11 14 16 18 },5)
	({ 1 2 3 6 11 15 },5)
	({ 4 8 11 14 18 },3)
	({ 1 },5)
	({ 8 12 17 18 },2)
	({ 3 5 6 10 12 15 17 19 },5)
	({ 3 9 14 17 18 },2)
	({ 1 2 6 10 14 15 17 19 },1)
	({ 1 2 4 5 7 9 10 13 14 16 },3)
	({ 3 7 12 14 16 19 },3)
	({ 3 6 11 12 17 },1)
	({ 6 8 9 14 },1)
	({ 10 11 13 16 18 },3)
	({ 6 9 13 14 16 },4)
	({ 1 2 6 8 10 },5)
	({ 1 2 7 9 },5)
	({ 7 8 10 18 },5)
	({ 1 2 13 15 16 19 },2)
	({ 1 3 5 7 9 12 15 18 },3)
	({ 3 5 11 13 16 17 },3)
	({ 1 2 8 10 },4)
	({ 2 4 5 10 11 14 15 18 19 },4)
	({ 1 4 7 11 13 16 17 },3)
	({ 2 5 6 8 9 10 16 18 19 },4)
	({ 4 7 9 10 11 13 15 17 18 },1)
	({ 1 },4)
	({ 1 3 6 8 10 12 16 18 },2)
	({ 1 6 10 19 },2)
	({ 2 4 5 15 },4)
	({ 5 6 8 10 14 19 },1)
	({ 2 7 11 16 18 19 },2)
	({ 1 6 12 18 },3)
	({ 1 10 12 13 15 19 },3)
	({ 3 4 10 19 },4)
	({ 7 11 14 15 17 },3)
	({ 6 8 16 },5)
	({ 7 13 17 },1)
	({ 5 6 9 18 },4)
	({ 5 8 9 10 12 13 17 },5)
	({ 1 4 11 15 17 19 },4)
	({ 1 4 14 19 },4)
	({ 3 7 8 9 12 15 },2)
	({ 1 2 6 10 12 16 18 19 },3)
	({ 1 2 4 5 6 7 9 10 12 15 },4)
	({ 3 7 11 15 19 },5)
	({ 1 2 4 10 11 17 },1)
	({ 1 5 6 12 18 19 },5)
	({ 2 5 6 9 10 16 },4)
	({ 3 4 5 7 10 13 16 },2)
	({ 3 6 14 15 17 19 },4)
	({ 1 3 13 14 18 },3)
	({ 1 4 10 17 18 },3)
	({ 3 13 14 17 19 },3)
	({ 3 4 5 9 13 16 19 },4)
	({ 8 9 11 14 17 18 },1)
	({ 1 5 12 13 17 18 },4)
	({ 1 6 7 10 12 13 15 16 },5)
	({ 3 5 10 15 },5)
}
