{ 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 }
{
	({ 1 2 3 5 7 9 11 14 16 17 19 },4)
	({ 5 7 15 16 17 18 },1)
	({ 1 3 5 6 9 10 11 14 },1)
	({ 4 5 6 7 8 10 11 12 15 16 17 },5)
	({ 2 4 5 6 7 8 9 10 11 12 14 15 16 17 },3)
	({ 1 3 5 6 7 12 14 17 18 19 },3)
	({ 1 2 4 7 8 9 12 15 16 17 18 19 },1)
	({ 1 5 6 7 8 10 11 13 14 16 17 18 19 },3)
	({ 1 3 5 6 11 12 15 16 17 19 },2)
	({ 2 3 4 5 6 7 8 9 10 11 16 17 19 },1)
	({ 1 2 4 6 7 8 10 12 15 16 },3)
	({ 1 4 6 7 9 11 12 13 15 17 18 },4)
	({ 1 4 6 7 11 12 13 14 15 16 17 18 19 },5)
	({ 1 3 5 6 13 16 19 },5)
	({ 1 3 4 5 6 13 14 15 16 19 },2)
	({ 1 2 4 5 6 7 8 12 14 16 18 19 },4)
	({ 1 2 5 6 7 8 10 11 13 14 15 17 18 19 },4)
	({ 1 2 3 4 8 9 10 11 13 15 18 19 },2)
	({ 1 3 4 5 6 9 10 12 13 16 18 },1)
	({ 2 3 4 6 7 8 10 11 12 13 14 19 },3)
	({ 1 2 5 7 8 9 12 14 15 16 17 18 },2)
	({ 1 2 11 12 13 14 15 16 17 18 19 },4)
	({ 2 3 5 6 8 9 10 11 12 13 15 16 17 18 19 },3)
	({ 2 7 8 9 10 11 12 13 14 15 16 17 18 19 },5)
	({ 1 2 5 6 7 9 12 13 14 15 16 18 19 },1)
}
