{ 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 }
{
	({ 3 4 5 7 9 11 12 13 14 17 },2)
	({ 8 11 14 16 },2)
	({ 3 5 6 7 8 13 15 18 },4)
	({ 4 12 13 15 },3)
	({ 2 7 8 10 15 18 19 },2)
	({ 9 10 12 15 },4)
	({ 4 6 9 14 15 16 },2)
	({ 2 3 10 11 13 15 16 19 },4)
	({ 3 5 7 14 15 16 },3)
	({ 5 8 12 13 16 19 },5)
	({ 1 3 5 10 },2)
	({ 1 4 7 11 13 14 16 },2)
	({ 3 6 9 13 14 },4)
	({ 2 7 10 12 13 14 15 16 19 },5)
	({ 6 8 9 12 14 15 16 },3)
	({ 3 4 7 9 11 13 },1)
	({ 5 8 9 11 14 15 16 },3)
	({ 4 7 9 15 16 },4)
	({ 4 13 14 15 },4)
	({ 5 9 },3)
	({ 1 6 7 8 10 12 14 },3)
	({ 10 13 18 19 },2)
	({ 1 16 17 },2)
	({ 1 2 9 13 14 18 19 },1)
	({ 1 4 6 7 11 19 },2)
	({ 1 2 5 12 14 15 19 },2)
	({ 4 5 6 10 11 12 14 16 18 },4)
	({ 3 5 8 11 15 },4)
	({ 5 6 7 8 },5)
	({ 1 3 4 9 15 },2)
	({ 2 6 7 9 10 12 18 },5)
	({ 10 14 19 },5)
	({ 2 19 },2)
	({ 3 4 6 10 11 12 16 },4)
	({ 7 8 9 11 18 },4)
	({ 5 13 15 18 },1)
	({ 1 3 5 9 11 16 },2)
	({ 3 4 7 13 14 16 },2)
	({ 3 5 9 11 12 16 18 },1)
	({ 1 4 10 11 12 13 },2)
	({ 1 4 8 17 },5)
	({ 3 9 13 15 16 },3)
	({ 2 5 7 8 10 15 16 19 },4)
	({ 1 2 8 12 13 14 },5)
	({ 1 3 10 15 16 },5)
	({ 1 2 4 11 12 13 },4)
	({ 2 5 8 9 11 13 16 18 },5)
	({ 14 15 },2)
	({ 4 6 9 },2)
	({ 3 8 11 16 },1)
	({ 3 4 6 7 15 16 17 },3)
	({ 10 },5)
	({ 12 14 19 },3)
	({ 4 5 10 11 14 17 18 },4)
	({ 6 9 13 17 18 },2)
	({ 4 11 16 17 },3)
	({ 2 3 6 14 17 },4)
	({ 3 8 12 17 18 },1)
	({ 1 5 6 9 13 15 18 19 },4)
	({ 2 13 14 17 18 19 },4)
	({ 3 8 10 11 13 15 18 },4)
	({ 3 4 5 8 9 10 12 14 16 17 },1)
	({ 9 15 },5)
	({ 1 8 9 13 14 17 19 },2)
	({ 1 2 4 5 8 11 12 },3)
	({ 2 8 10 17 },2)
	({ 2 3 5 7 8 10 11 12 },3)
	({ 1 2 4 6 8 18 19 },1)
	({ 6 7 10 13 17 19 },4)
	({ 1 2 4 9 10 16 },5)
	({ 1 8 10 12 14 19 },2)
	({ 2 5 8 10 17 18 },1)
	({ 2 5 10 11 13 19 },3)
	({ 1 3 5 7 8 17 18 },2)
	({ 2 5 7 11 14 18 19 },5)
}
