{ 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 }
{
	({ 9 12 24 25 27 38 39 47 },3)
	({ 1 7 20 26 29 39 46 },1)
	({ 6 7 9 11 26 38 39 43 },3)
	({ 9 12 18 24 26 28 32 44 45 48 },1)
	({ 4 8 15 16 18 20 21 22 48 50 },2)
	({ 2 3 4 11 15 19 23 24 },1)
	({ 2 4 7 8 9 10 16 18 22 27 29 32 37 44 },1)
	({ 6 11 14 17 18 21 24 42 46 48 },1)
	({ 1 9 11 14 21 22 23 24 35 36 38 },1)
	({ 3 16 18 19 21 22 24 26 27 37 38 41 47 49 },5)
}
