{ 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 }
{
	({ 11 13 14 },4)
	({ 5 12 13 15 },3)
	({ 8 10 11 15 19 },5)
	({ 17 },2)
	({ 1 4 7 8 18 },1)
	({ 3 5 6 7 8 },4)
	({ 1 2 8 10 12 13 },2)
	({ 2 5 8 10 13 14 15 },3)
	({ 3 4 5 6 10 12 },4)
	({ 2 5 9 10 13 14 },2)
	({ 1 2 5 15 17 18 },5)
	({ 1 2 6 7 9 10 11 14 19 },3)
	({ 7 9 11 12 19 },4)
	({ 5 7 10 12 13 15 17 },4)
	({ 3 5 6 7 8 9 11 17 19 },1)
	({ 1 5 10 11 12 16 17 18 },2)
	({ 4 6 7 10 14 16 },1)
	({ 1 2 7 16 19 },1)
	({ 6 7 8 14 15 16 },3)
	({ 1 10 14 17 },4)
	({ 1 4 6 7 10 13 19 },1)
	({ 6 10 },3)
	({ 3 5 8 13 16 19 },2)
	({ 2 4 9 11 13 15 16 19 },4)
	({ 2 7 11 14 18 },2)
	({ 1 5 6 12 14 15 19 },2)
	({ 2 11 12 15 16 17 18 19 },2)
	({ 3 4 9 11 13 15 16 19 },1)
	({ 1 3 4 8 18 },3)
	({ 1 7 10 12 13 14 17 19 },2)
	({ 3 4 7 11 },1)
	({ 2 3 8 13 15 16 },3)
	({ 2 7 9 16 18 19 },2)
	({ 1 2 7 12 },2)
	({ 5 6 8 12 14 },1)
	({ 5 8 13 14 },4)
	({ 3 4 5 13 15 19 },2)
	({ 3 6 8 10 13 14 17 },1)
	({ 6 9 10 12 15 16 18 19 },1)
	({ 1 3 7 13 16 17 },4)
	({ 2 3 6 16 17 },3)
	({ 4 6 7 10 12 15 16 17 18 },1)
	({ 1 6 7 9 15 },4)
	({ 4 10 11 13 15 18 },1)
	({ 1 2 13 14 },4)
	({ 2 3 7 9 12 17 18 },4)
	({ 5 7 9 11 13 15 17 19 },5)
	({ 1 2 6 9 15 19 },4)
	({ 4 11 15 16 },2)
	({ 1 4 8 9 14 },4)
	({ 8 10 13 15 },1)
	({ 1 6 11 12 14 15 16 17 },5)
	({ 1 13 },2)
	({ 1 8 10 15 16 17 },3)
	({ 6 12 16 17 },1)
	({ 1 4 12 15 16 18 },3)
	({ 2 3 5 6 10 15 19 },1)
	({ 2 4 7 10 12 13 17 },1)
	({ 1 2 8 12 14 19 },4)
	({ 1 3 9 13 },1)
	({ 7 8 9 15 },5)
	({ 4 5 12 19 },1)
	({ 1 7 9 10 14 18 },4)
	({ 3 10 13 },2)
	({ 3 4 9 10 15 16 18 },4)
	({ 1 2 4 5 6 7 9 14 17 18 },1)
	({ 2 16 17 19 },1)
	({ 1 3 4 15 17 },5)
	({ 1 9 10 11 15 16 18 19 },4)
	({ 2 3 4 9 10 11 18 },3)
	({ 5 6 19 },4)
	({ 1 14 17 19 },5)
	({ 9 10 12 16 19 },2)
	({ 1 8 11 16 17 19 },1)
	({ 1 4 7 8 12 },5)
}
