{ 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 }
{
	({ 1 5 8 9 14 17 19 26 32 41 47 },2)
	({ 8 9 10 12 13 14 16 19 23 30 31 34 37 39 43 44 47 50 },2)
	({ 1 2 4 8 10 12 13 17 23 24 26 29 35 38 40 43 44 45 48 },2)
	({ 1 7 9 11 13 20 21 22 30 37 39 41 42 45 46 49 50 },4)
	({ 4 7 8 11 15 16 20 26 29 30 31 36 37 39 42 43 44 },3)
	({ 2 6 8 9 10 12 19 23 29 30 31 34 36 39 40 41 44 46 47 50 },1)
	({ 2 3 5 6 7 15 17 19 22 24 27 30 33 43 45 50 },3)
	({ 7 10 16 18 19 21 23 25 26 29 30 36 37 42 47 },2)
	({ 2 7 11 13 14 22 23 26 29 30 35 38 41 46 48 49 },1)
	({ 5 10 17 29 30 33 41 43 48 50 },4)
	({ 4 7 8 11 13 15 21 23 24 29 35 36 37 40 41 46 },2)
	({ 4 5 6 15 16 24 35 37 39 40 42 45 48 50 },2)
	({ 2 3 4 9 10 11 18 26 28 33 34 43 47 48 50 },1)
	({ 4 5 10 15 19 20 21 26 32 33 38 39 44 45 },5)
	({ 3 5 10 11 14 16 22 24 26 27 31 33 34 36 41 42 43 44 45 48 },4)
	({ 1 4 8 9 10 14 16 26 29 31 33 34 37 40 46 },3)
	({ 3 7 9 10 11 15 16 17 21 23 24 25 27 29 34 42 43 45 46 48 },1)
	({ 3 5 14 18 19 21 24 25 28 29 31 32 36 38 40 46 49 },5)
	({ 1 4 8 10 12 15 16 17 21 23 24 26 30 32 37 38 42 45 47 },5)
	({ 2 16 17 21 22 23 26 31 34 38 43 50 },5)
	({ 4 9 14 16 17 20 25 33 36 38 40 48 50 },2)
	({ 1 2 11 12 19 22 27 28 29 32 34 36 38 39 44 48 49 },1)
	({ 4 5 6 11 15 18 33 42 44 47 },4)
	({ 3 6 10 12 16 22 26 27 30 32 37 41 45 47 },4)
	({ 6 7 12 15 33 35 38 39 40 41 45 },1)
	({ 2 3 5 7 14 33 36 37 38 41 42 47 },3)
	({ 1 7 9 11 16 20 25 26 27 31 36 39 43 47 49 },3)
	({ 1 4 8 14 18 22 23 24 36 42 45 },4)
	({ 1 2 3 9 11 19 23 25 26 34 42 43 44 46 48 },3)
	({ 4 8 14 19 31 33 39 40 42 44 47 },4)
	({ 7 12 18 23 27 30 31 38 42 45 49 },4)
	({ 1 10 15 18 19 23 26 35 36 40 41 44 },1)
	({ 5 6 7 8 9 10 13 17 28 30 31 33 34 35 38 45 50 },4)
	({ 1 10 14 17 21 23 24 26 31 32 34 38 41 43 50 },4)
	({ 2 5 9 11 13 14 16 18 20 21 31 32 33 38 47 50 },2)
	({ 6 9 11 13 15 17 18 20 24 27 29 34 40 45 48 50 },5)
	({ 3 8 15 20 22 23 28 30 37 },4)
	({ 3 7 9 15 17 27 30 34 39 43 46 47 48 49 50 },1)
	({ 2 7 8 14 16 18 24 30 31 32 35 40 43 45 48 },3)
	({ 2 5 8 11 12 13 14 21 24 33 34 35 44 },3)
